,country,year,sex,total_pop,total_suicides,suicide_rate,gdp
1762,Georgia,2015,male,1641800,144,8.77086125,4046
1763,Georgia,2017,female,22368024,30,0.134120028,4357.000936
1764,Georgia,2017,male,22368024,120,0.536480111,4357.000936
1765,Georgia,2018,female,22359294,45,0.201258591,4722.787783
1766,Georgia,2018,male,22359294,205,0.916844691,4722.787783
1767,Georgia,2019,female,22320966,38,0.170243528,4697.983652
1768,Georgia,2019,male,22320966,223,0.999060704,4697.983652
1769,Georgia,2020,female,22336296,31,0.138787559,4266.690795
1770,Georgia,2020,male,22336296,171,0.765570084,4266.690795
1771,Germany,1990,female,38943900,4390,11.27262549,23546
1772,Germany,1990,male,36014900,9534,26.47237671,23546
1773,Germany,1991,female,39141800,4354,11.12365808,24662
1774,Germany,1991,male,36354100,9656,26.56096561,24662
1775,Germany,1992,female,39361600,4132,10.49754075,27888
1776,Germany,1992,male,36770100,9326,25.36299874,27888
1777,Germany,1993,female,39609900,3730,9.41683771,26937
1778,Germany,1993,male,37183500,8960,24.09670956,26937
1779,Germany,1994,female,39772400,3588,9.021331376,28588
1780,Germany,1994,male,37391000,9130,24.41764061,28588
1781,Germany,1995,female,39927600,3666,9.18161873,33420
1782,Germany,1995,male,37619900,9222,24.51362178,33420
1783,Germany,1996,female,40054700,3497,8.730560958,32147
1784,Germany,1996,male,37827800,8728,23.07297807,32147
1785,Germany,1997,female,40123600,3421,8.526154184,28420
1786,Germany,1997,male,37944300,8835,23.28412963,28420
1787,Germany,1998,female,40111000,3073,7.661240059,28733
1788,Germany,1998,male,37960100,8581,22.60531453,28733
1789,Germany,1999,female,40119400,3078,7.672098785,28154
1790,Germany,1999,male,38021800,8082,21.25622669,28154
1791,Germany,2000,female,40151408,2937,7.314811974,24922
1792,Germany,2000,male,38090658,8136,21.35956801,24922
1793,Germany,2001,female,40218646,2971,7.387120889,24874
1794,Germany,2001,male,38202868,8196,21.45388666,24874
1795,Germany,2002,female,40299528,3059,7.590659623,26441
1796,Germany,2002,male,38334243,8117,21.17428013,26441
1797,Germany,2003,female,40338834,2973,7.370069249,31816
1798,Germany,2003,male,38417627,8182,21.29751533,31816
1799,Germany,2004,female,40353293,2795,6.926324451,35772
1800,Germany,2004,male,38458521,7946,20.66122096,35772
1801,Germany,2005,female,40354959,2739,6.787269936,36289
1802,Germany,2005,male,38496295,7531,19.56292157,36289
1803,Germany,2006,female,40325579,2544,6.308650894,38088
1804,Germany,2006,male,38503415,7231,18.78015236,38088
1805,Germany,2007,female,40277631,2397,5.951194101,43667
1806,Germany,2007,male,38498954,7012,18.21348185,43667
1807,Germany,2008,female,40198316,2414,6.005226687,47702
1808,Germany,2008,male,38464473,7045,18.31560256,47702
1809,Germany,2009,female,40073381,2373,5.92163661,43570
1810,Germany,2009,male,38375221,7206,18.77774202,43570
1811,Germany,2010,female,39997721,2559,6.397864518,43614
1812,Germany,2010,male,38351346,7471,19.48041146,43614
1813,Germany,2011,female,39965852,2502,6.260344456,47947
1814,Germany,2011,male,38405288,7651,19.92173578,47947
1815,Germany,2012,female,39981964,2607,6.520440066,45142
1816,Germany,2012,male,38526151,7289,18.91961644,45142
1817,Germany,2013,female,39533523,2635,6.665229405,48563
1818,Germany,2013,male,37737465,7456,19.75755393,48563
1819,Germany,2014,female,39615918,2588,6.532727577,50167
1820,Germany,2014,male,37936451,7629,20.1099465,50167
1821,Germany,2015,female,39783984,2685,6.748947013,43201
1822,Germany,2015,male,38352699,7403,19.3024225,43201
1823,Germany,2017,female,495942012,2254,0.454488619,44542.2952
1824,Germany,2017,male,495942012,5503,1.109605532,44542.2952
1825,Germany,2018,female,497434692,2289,0.460160909,47950.18081
1826,Germany,2018,male,497434692,5541,1.11391507,47950.18081
1827,Germany,2019,female,498557772,2201,0.441473411,46794.89929
1828,Germany,2019,male,498557772,5470,1.097164723,46794.89929
1829,Germany,2020,female,498965226,2269,0.454741109,46208.42947
1830,Germany,2020,male,498965226,5497,1.10167998,46208.42947
1831,Greece,1985,female,4729100,128,2.706646085,5156
1832,Greece,1985,male,4546300,277,6.092866727,5156
1833,Greece,1986,female,4757700,101,2.122874498,6040
1834,Greece,1986,male,4576300,292,6.380700566,6040
1835,Greece,1987,female,4781100,114,2.38438853,6994
1836,Greece,1987,male,4606300,296,6.425981808,6994
1837,Greece,1988,female,4813000,115,2.389362144,8070
1838,Greece,1988,male,4637000,288,6.210912228,8070
1839,Greece,1989,female,4851000,105,2.164502165,8310
1840,Greece,1989,male,4676500,278,5.944616701,8310
1841,Greece,1990,female,4892800,78,1.594179202,10179
1842,Greece,1990,male,4724200,271,5.736420981,10179
1843,Greece,1991,female,4942931,84,1.699396573,10816
1844,Greece,1991,male,4778213,297,6.215712862,10816
1845,Greece,1992,female,4991636,72,1.442412868,11818
1846,Greece,1992,male,4842519,279,5.76146423,11818
1847,Greece,1993,female,5033544,104,2.066138689,10957
1848,Greece,1993,male,4896861,308,6.289743572,10957
1849,Greece,1994,female,5073152,74,1.458659232,11638
1850,Greece,1994,male,4945780,281,5.681611394,11638
1851,Greece,1995,female,5111194,64,1.252153606,13550
1852,Greece,1995,male,4990438,306,6.131726313,13550
1853,Greece,1996,female,5147549,62,1.204456723,14330
1854,Greece,1996,male,5030930,294,5.843849944,14330
1855,Greece,1997,female,5181814,55,1.061404365,13968
1856,Greece,1997,male,5066992,319,6.295648385,13968
1857,Greece,1998,female,5212730,88,1.68817491,14008
1858,Greece,1998,male,5097900,315,6.179014888,14008
1859,Greece,1999,female,5239199,85,1.622385407,13756
1860,Greece,1999,male,5123164,296,5.777679575,13756
1861,Greece,2000,female,5260557,84,1.596789085,12509
1862,Greece,2000,male,5142502,298,5.794844611,12509
1863,Greece,2001,female,5281372,48,0.908854745,13043
1864,Greece,2001,male,5160157,286,5.542467022,13043
1865,Greece,2002,female,5302721,66,1.244644023,14676
1866,Greece,2002,male,5179324,257,4.962037517,14676
1867,Greece,2003,female,5320545,69,1.296859626,19202
1868,Greece,2003,male,5195120,306,5.890143057,19202
1869,Greece,2004,female,5336830,68,1.274164626,22804
1870,Greece,2004,male,5210460,285,5.469766585,22804
1871,Greece,2005,female,5354375,79,1.475428972,23414
1872,Greece,2005,male,5228441,321,6.139497414,23414
1873,Greece,2006,female,5372005,68,1.265821607,25739
1874,Greece,2006,male,5246886,326,6.21320913,25739
1875,Greece,2007,female,5388842,60,1.11341175,29896
1876,Greece,2007,male,5264749,268,5.090461103,29896
1877,Greece,2008,female,5405704,65,1.202433578,33168
1878,Greece,2008,male,5281019,308,5.832207761,33168
1879,Greece,2009,female,5423296,58,1.069460343,30785
1880,Greece,2009,male,5296322,333,6.287382074,30785
1881,Greece,2010,female,5431842,41,0.754808406,27886
1882,Greece,2010,male,5303542,336,6.335388689,27886
1883,Greece,2011,female,5428292,84,1.547448074,26825
1884,Greece,2011,male,5300432,393,7.414489989,26825
1885,Greece,2012,female,5391362,91,1.687885176,23309
1886,Greece,2012,male,5148440,417,8.099540832,23309
1887,Greece,2013,female,5365176,108,2.012981494,22994
1888,Greece,2013,male,5066113,425,8.389074622,22994
1889,Greece,2014,female,5352598,115,2.148489388,22834
1890,Greece,2014,male,5027949,450,8.94997145,22834
1891,Greece,2015,female,5336865,107,2.004922365,18927
1892,Greece,2015,male,4994421,422,8.449427872,18927
1893,Greece,2017,female,64528074,103,0.159620447,18536.19072
1894,Greece,2017,male,64528074,420,0.650879492,18536.19072
1895,Greece,2018,female,64397292,121,0.1878961,19747.34258
1896,Greece,2018,male,64397292,446,0.692575706,19747.34258
1897,Greece,2019,female,64329492,92,0.143013721,19133.75776
1898,Greece,2019,male,64329492,438,0.68086967,19133.75776
1899,Grenada,1985,female,44077,0,0,1965
1900,Grenada,1985,male,41298,1,2.421424766,1965
1901,Grenada,1988,female,44300,1,2.257336343,2707
1902,Grenada,1988,male,43000,3,6.976744186,2707
1903,Grenada,1989,female,41792,0,0,3268
1904,Grenada,1989,male,40013,4,9.996751056,3268
1905,Grenada,1990,female,40200,0,0,3391
1906,Grenada,1990,male,41800,2,4.784688995,3391
1907,Grenada,1991,female,42000,0,0,3650
1908,Grenada,1991,male,40400,0,0,3650
1909,Grenada,1992,female,42431,0,0,3713
1910,Grenada,1992,male,41097,0,0,3713
1911,Grenada,1993,female,43313,0,0,3632
1912,Grenada,1993,male,41991,3,7.144388083,3632
1913,Grenada,1994,female,44178,0,0,3735
1914,Grenada,1994,male,42858,4,9.33314667,3735
1915,Grenada,1995,female,44881,1,2.228114347,3869
1916,Grenada,1995,male,43552,0,0,3869
1917,Grenada,1996,female,45556,0,0,4087
1918,Grenada,1996,male,44216,1,2.261624751,4087
1919,Grenada,2001,female,46348,0,0,5693
1920,Grenada,2001,male,45067,0,0,5693
1921,Grenada,2002,female,46553,0,0,5879
1922,Grenada,2002,male,45355,0,0,5879
1923,Grenada,2003,female,46822,0,0,6385
1924,Grenada,2003,male,45745,4,8.744125041,6385
1925,Grenada,2004,female,47074,0,0,6428
1926,Grenada,2004,male,46128,1,2.16788068,6428
1927,Grenada,2005,female,47253,1,2.11626775,7422
1928,Grenada,2005,male,46432,5,10.76843556,7422
1929,Grenada,2006,female,47417,0,0,7423
1930,Grenada,2006,male,46709,1,2.140915027,7423
1931,Grenada,2007,female,47508,1,2.104908647,8035
1932,Grenada,2007,male,46910,2,4.263483266,8035
1933,Grenada,2008,female,47544,0,0,8733
1934,Grenada,2008,male,47041,0,0,8733
1935,Grenada,2009,female,47579,0,0,8140
1936,Grenada,2009,male,47167,0,0,8140
1937,Grenada,2010,female,47651,0,0,8118
1938,Grenada,2010,male,47329,0,0,8118
1939,Grenada,2011,female,47667,0,0,8188
1940,Grenada,2011,male,47435,1,2.108147992,8188
1941,Grenada,2012,female,47785,0,0,8382
1942,Grenada,2012,male,47641,2,4.198064692,8382
1943,Grenada,2013,female,47964,0,0,8789
1944,Grenada,2013,male,47912,0,0,8789
1945,Grenada,2014,female,48181,0,0,9456
1946,Grenada,2014,male,48212,0,0,9456
1947,Grenada,2015,female,48397,0,0,10290
1948,Grenada,2015,male,48495,0,0,10290
1949,Grenada,2016,female,39655,0,0,10838
1950,Grenada,2016,male,39357,0,0,10838
1951,Grenada,2017,female,725526,1,0.137831036,10152.83281
1952,Grenada,2017,male,725526,0,0,10152.83281
1953,Grenada,2018,female,731028,0,0,10466.88221
1954,Grenada,2018,male,731028,0,0,10466.88221
1955,Guatemala,1986,female,3482969,36,1.033600931,1044
1956,Guatemala,1986,male,3441219,167,4.852931476,1044
1957,Guatemala,1987,female,3580575,57,1.591923085,997
1958,Guatemala,1987,male,3528165,184,5.215175594,997
1959,Guatemala,1988,female,3681919,31,0.841952254,1074
1960,Guatemala,1988,male,3618157,143,3.952288416,1074
1961,Guatemala,1989,female,3784570,30,0.792692433,1122
1962,Guatemala,1989,male,3708538,122,3.289706078,1122
1963,Guatemala,1990,female,3886656,27,0.694684582,996
1964,Guatemala,1990,male,3797336,131,3.449786903,996
1965,Guatemala,1991,female,3992155,32,0.801572083,1194
1966,Guatemala,1991,male,3888510,124,3.188882117,1194
1967,Guatemala,1992,female,4094557,38,0.928061326,1294
1968,Guatemala,1992,male,3975115,135,3.396128162,1294
1969,Guatemala,1993,female,4195651,30,0.715026107,1381
1970,Guatemala,1993,male,4059307,135,3.325690814,1381
1971,Guatemala,1994,female,4298910,20,0.465234211,1538
1972,Guatemala,1994,male,4145004,122,2.943302347,1538
1973,Guatemala,1995,female,4406568,47,1.066589691,1696
1974,Guatemala,1995,male,4234944,164,3.872542352,1696
1975,Guatemala,1996,female,4510773,33,0.731581926,1775
1976,Guatemala,1996,male,4321553,124,2.86933887,1775
1977,Guatemala,1997,female,4625694,44,0.951208619,1967
1978,Guatemala,1997,male,4418511,135,3.055327915,1967
1979,Guatemala,1998,female,4749133,45,0.947541372,2091
1980,Guatemala,1998,male,4524396,156,3.44797405,2091
1981,Guatemala,1999,female,4876865,42,0.861208994,1926
1982,Guatemala,1999,male,4635801,192,4.141679076,1926
1983,Guatemala,2000,female,5005580,40,0.799108195,1977
1984,Guatemala,2000,male,4750005,142,2.989470537,1977
1985,Guatemala,2001,female,5140875,52,1.01150096,1867
1986,Guatemala,2001,male,4874222,150,3.077414201,1867
1987,Guatemala,2002,female,5276391,64,1.212950291,2022
1988,Guatemala,2002,male,5000775,194,3.879398693,2022
1989,Guatemala,2003,female,5412883,53,0.979145494,2079
1990,Guatemala,2003,male,5130097,200,3.898561762,2079
1991,Guatemala,2004,female,5553209,66,1.188501999,2215
1992,Guatemala,2004,male,5264599,184,3.495043022,2215
1993,Guatemala,2005,female,5699188,61,1.070327913,2450
1994,Guatemala,2005,male,5405718,177,3.274310647,2450
1995,Guatemala,2006,female,5846722,71,1.214355668,2653
1996,Guatemala,2006,male,5550412,227,4.089786488,2653
1997,Guatemala,2007,female,6003270,64,1.06608565,2914
1998,Guatemala,2007,male,5705127,263,4.609888614,2914
1999,Guatemala,2008,female,6166074,121,1.96235076,3252
2000,Guatemala,2008,male,5866811,371,6.323708059,3252
2001,Guatemala,2009,female,6329993,145,2.290681838,3053
2002,Guatemala,2009,male,6029952,366,6.069700057,3053
2003,Guatemala,2010,female,6491480,82,1.263194218,3260
2004,Guatemala,2010,male,6190671,270,4.361401212,3260
2005,Guatemala,2011,female,6659365,108,1.62177625,3661
2006,Guatemala,2011,male,6357977,251,3.947796603,3661
2007,Guatemala,2012,female,6818871,110,1.613170274,3779
2008,Guatemala,2012,male,6516554,310,4.757115494,3779
2009,Guatemala,2013,female,6972713,124,1.778360876,3947
2010,Guatemala,2013,male,6669165,331,4.963140063,3947
2011,Guatemala,2014,female,7126054,156,2.189149844,4210
2012,Guatemala,2014,male,6821136,356,5.219072014,4210
2013,Guatemala,2015,female,7282364,144,1.977379873,4472
2014,Guatemala,2015,male,6976033,350,5.017178101,4472
2015,Guatemala,2017,female,96524508,131,0.135716827,4454.04815
2016,Guatemala,2017,male,96524508,403,0.417510546,4454.04815
2017,Guatemala,2018,female,98081700,151,0.153953286,4478.424646
2018,Guatemala,2018,male,98081700,430,0.438410019,4478.424646
2019,Guatemala,2019,female,99624156,157,0.157592301,4638.634943
2020,Guatemala,2019,male,99624156,483,0.484822175,4638.634943
2021,Guatemala,2020,female,101149998,169,0.167078599,4603.339617
2022,Guatemala,2020,male,101149998,405,0.40039546,4603.339617
2023,Guyana,1988,female,330245,14,4.2392769,632
2024,Guyana,1988,male,324649,42,12.93704894,632
2025,Guyana,1989,female,331072,26,7.853276629,581
2026,Guyana,1989,male,323032,68,21.05054608,581
2027,Guyana,1990,female,331813,25,7.534364235,607
2028,Guyana,1990,male,321613,64,19.89969311,607
2029,Guyana,1991,female,333045,29,8.707532015,514
2030,Guyana,1991,male,321575,76,23.63367799,514
2031,Guyana,1992,female,334651,18,5.378737849,561
2032,Guyana,1992,male,322062,60,18.62995324,561
2033,Guyana,1993,female,336135,15,4.462492748,671
2034,Guyana,1993,male,322696,57,17.66368347,671
2035,Guyana,1994,female,337217,27,8.006713778,819
2036,Guyana,1994,male,323365,59,18.24563574,819
2037,Guyana,1995,female,337711,22,6.514445784,939
2038,Guyana,1995,male,323971,77,23.76755944,939
2039,Guyana,1996,female,336116,9,2.677647003,1070
2040,Guyana,1996,male,322932,51,15.79279848,1070
2041,Guyana,1997,female,334723,4,1.19501797,1139
2042,Guyana,1997,male,322861,36,11.15030927,1139
2043,Guyana,1998,female,333553,4,1.199209721,1092
2044,Guyana,1998,male,323536,31,9.581623065,1092
2045,Guyana,1999,female,332575,42,12.62873036,1057
2046,Guyana,1999,male,324519,121,37.28595244,1057
2047,Guyana,2001,female,332493,43,12.93260309,1054
2048,Guyana,2001,male,327933,154,46.96081212,1054
2049,Guyana,2002,female,332980,34,10.21082347,1090
2050,Guyana,2002,male,329859,142,43.04869656,1090
2051,Guyana,2003,female,333362,45,13.4988391,1116
2052,Guyana,2003,male,331343,153,46.1757152,1116
2053,Guyana,2004,female,333765,48,14.38137612,1180
2054,Guyana,2004,male,332543,138,41.49839269,1180
2055,Guyana,2005,female,334189,42,12.56773861,1235
2056,Guyana,2005,male,333520,127,38.07867594,1235
2057,Guyana,2006,female,334538,50,14.94598521,2182
2058,Guyana,2006,male,333870,151,45.22718423,2182
2059,Guyana,2007,female,334869,42,12.542218,2602
2060,Guyana,2007,male,333919,143,42.8247569,2602
2061,Guyana,2008,female,335278,44,13.12343786,2873
2062,Guyana,2008,male,333975,124,37.12852758,2873
2063,Guyana,2009,female,335833,47,13.99505111,3076
2064,Guyana,2009,male,334322,109,32.60329862,3076
2065,Guyana,2010,female,336617,49,14.5566029,3384
2066,Guyana,2010,male,335208,156,46.53826878,3384
2067,Guyana,2011,female,337983,39,11.5390419,3815
2068,Guyana,2011,male,337300,153,45.36021346,3815
2069,Guyana,2012,female,339529,50,14.72628259,4212
2070,Guyana,2012,male,339827,156,45.90571085,4212
2071,Guyana,2013,female,341205,50,14.65394704,4372
2072,Guyana,2013,male,342662,160,46.6932429,4372
2073,Hungary,1991,female,5094860,1113,21.8455463,3561
2074,Hungary,1991,male,4662906,2880,61.76405872,3561
2075,Hungary,1992,female,5098281,1061,20.81093608,3970
2076,Hungary,1992,male,4656675,2939,63.11370237,3970
2077,Hungary,1993,female,5099944,979,19.19628921,4116
2078,Hungary,1993,male,4647958,2715,58.41274814,4116
2079,Hungary,1994,female,5101598,898,17.60232774,4431
2080,Hungary,1994,male,4639219,2727,58.78144576,4431
2081,Hungary,1995,female,5104788,891,17.45420182,4767
2082,Hungary,1995,male,4632460,2475,53.42733666,4767
2083,Hungary,1996,female,5108827,916,17.92975178,4792
2084,Hungary,1996,male,4628423,2520,54.44619042,4792
2085,Hungary,1997,female,5112484,825,16.13696982,4856
2086,Hungary,1997,male,4625297,2383,51.52101584,4856
2087,Hungary,1998,female,5114532,777,15.19200584,5010
2088,Hungary,1998,male,4619841,2468,53.42175196,5010
